,id,usingtime
214,215,"{'socar': 927, 'kukka': 828, 'trive': 78, 'laftel': 787, 'milessbook': 534, 'moonday': 378, 'youtube': 99, 'wisely': 341, 'closetshare': 606, 'naver': 874}"
215,216,"{'socar': 677, 'kukka': 154, 'trive': 867, 'tving': 530, 'dailyshot': 360, 'coupang': 868, 'laftel': 298, 'moonday': 883, 'youtube': 285, 'tlxpass': 644, 'closetshare': 276}"
216,217,"{'kukka': 847, 'tving': 117, 'dailyshot': 486, 'laftel': 468, 'publy': 186, 'youtube': 490, 'closetshare': 399, 'wisely': 179, 'tlxpass': 768, 'bacon': 335, 'naver': 950}"
217,218,"{'watcha': 510, 'moonday': 389, 'kukka': 107, 'melon': 640}"
218,219,"{'netflix': 457, 'tving': 452, 'coupang': 84, 'moonday': 622, 'milessbook': 425, 'melon': 801, 'tlxpass': 591, 'wisely': 807, 'bacon': 252, 'naver': 377}"
219,220,"{'socar': 267, 'netflix': 305, 'laftel': 682, 'milessbook': 940, 'moonday': 774, 'tlxpass': 215, 'closetshare': 894, 'naver': 562}"
220,221,"{'trive': 33, 'melon': 94}"
221,222,"{'coupang': 581, 'milessbook': 825, 'watcha': 388, 'naver': 730, 'wisely': 575, 'bacon': 335}"
222,223,"{'socar': 747, 'tving': 201, 'milessbook': 797, 'youtube': 153, 'watcha': 558, 'melon': 946, 'wisely': 446, 'tlxpass': 48, 'bacon': 792, 'naver': 20}"
223,224,"{'socar': 96, 'trive': 852, 'dailyshot': 336, 'laftel': 670, 'watcha': 623, 'melon': 524, 'wisely': 495, 'closetshare': 210}"
224,225,"{'tlxpass': 519, 'socar': 675, 'tving': 339, 'laftel': 607}"
225,226,"{'kukka': 529, 'tving': 17, 'trive': 789, 'bacon': 550, 'coupang': 538, 'laftel': 632, 'milessbook': 782, 'moonday': 441, 'watcha': 941, 'melon': 820, 'naver': 763, 'wisely': 438, 'closetshare': 681}"
226,227,"{'trive': 260, 'publy': 864, 'laftel': 402, 'moonday': 151, 'youtube': 759, 'watcha': 333, 'melon': 663, 'naver': 962}"
227,228,"{'naver': 634, 'moonday': 170, 'watcha': 555, 'coupang': 963}"
228,229,"{'socar': 237, 'kukka': 622, 'trive': 506, 'laftel': 517, 'coupang': 247, 'watcha': 521, 'tlxpass': 761, 'bacon': 433}"
229,230,"{'trive': 979, 'netflix': 295, 'coupang': 708, 'youtube': 17, 'wisely': 41, 'tlxpass': 721, 'bacon': 458, 'naver': 437}"
230,231,"{'socar': 376, 'netflix': 527, 'publy': 806, 'moonday': 679, 'youtube': 31, 'melon': 724, 'closetshare': 177}"
231,232,"{'wisely': 609, 'moonday': 438}"
232,233,"{'socar': 539, 'coupang': 99, 'watcha': 752, 'melon': 290, 'tlxpass': 33, 'bacon': 434}"
233,234,"{'socar': 422, 'laftel': 568, 'moonday': 746, 'youtube': 210, 'melon': 255, 'naver': 501, 'wisely': 166, 'closetshare': 277}"
234,235,"{'kukka': 427, 'trive': 14, 'dailyshot': 282, 'moonday': 603, 'youtube': 594, 'melon': 222}"
235,236,"{'socar': 397, 'netflix': 145, 'coupang': 897, 'publy': 189, 'watcha': 9, 'melon': 29}"
236,237,"{'socar': 655, 'kukka': 669, 'trive': 74, 'publy': 721, 'laftel': 52, 'milessbook': 283, 'closetshare': 843}"
237,238,"{'socar': 426, 'trive': 188, 'dailyshot': 158, 'coupang': 80, 'laftel': 735, 'melon': 715, 'wisely': 552}"
238,239,"{'kukka': 943, 'dailyshot': 616, 'coupang': 970, 'laftel': 799, 'milessbook': 847, 'youtube': 785, 'melon': 291}"
239,240,"{'kukka': 603, 'netflix': 492, 'laftel': 139, 'tlxpass': 119, 'closetshare': 350}"
240,241,"{'watcha': 458, 'netflix': 488, 'dailyshot': 665}"
241,242,"{'socar': 255, 'dailyshot': 226}"
242,243,"{'wisely': 538, 'milessbook': 762, 'socar': 791, 'dailyshot': 381}"
243,244,"{'naver': 481, 'kukka': 673}"
244,245,"{'netflix': 785, 'laftel': 649}"
245,246,"{'kukka': 615, 'trive': 36, 'netflix': 83, 'moonday': 351, 'milessbook': 795, 'watcha': 147, 'tlxpass': 591, 'naver': 128}"
246,247,"{'kukka': 181, 'trive': 727, 'tving': 722, 'dailyshot': 153, 'coupang': 394, 'moonday': 988, 'youtube': 64, 'watcha': 822, 'bacon': 832}"
247,248,"{'kukka': 785, 'dailyshot': 92, 'milessbook': 231, 'youtube': 157, 'closetshare': 228, 'tlxpass': 361, 'wisely': 207, 'bacon': 255, 'naver': 606}"
248,249,"{'socar': 287, 'netflix': 739, 'tving': 467, 'trive': 60, 'laftel': 511, 'coupang': 161, 'moonday': 431, 'milessbook': 239, 'youtube': 0, 'watcha': 315, 'melon': 617, 'naver': 499}"
249,250,"{'socar': 710, 'kukka': 818, 'trive': 903, 'netflix': 317, 'dailyshot': 79, 'laftel': 815, 'publy': 244, 'milessbook': 474, 'youtube': 151, 'watcha': 130, 'melon': 964, 'tlxpass': 606, 'naver': 731}"
250,251,"{'socar': 303, 'trive': 891, 'tving': 648, 'dailyshot': 456, 'publy': 663, 'laftel': 235, 'tlxpass': 747, 'closetshare': 604, 'naver': 923}"
251,252,"{'socar': 415, 'kukka': 203, 'tving': 546, 'coupang': 682, 'laftel': 655, 'publy': 915, 'moonday': 957, 'youtube': 666, 'watcha': 234, 'melon': 135, 'bacon': 159}"
252,253,"{'netflix': 522, 'laftel': 590, 'publy': 988, 'youtube': 465, 'melon': 189}"
253,254,"{'kukka': 357, 'tving': 101, 'laftel': 395, 'moonday': 428, 'youtube': 424, 'melon': 232, 'naver': 931, 'tlxpass': 666}"
254,255,"{'socar': 381, 'kukka': 207, 'tving': 331, 'dailyshot': 633, 'laftel': 134, 'youtube': 635, 'watcha': 433, 'naver': 962, 'tlxpass': 495}"
255,256,"{'publy': 215, 'moonday': 27, 'youtube': 297, 'watcha': 389, 'melon': 100, 'tlxpass': 392, 'wisely': 253, 'naver': 734}"
256,257,"{'coupang': 442, 'publy': 637, 'milessbook': 639, 'moonday': 617, 'watcha': 920, 'tlxpass': 556}"
257,258,"{'socar': 958, 'netflix': 93, 'moonday': 5, 'closetshare': 293, 'melon': 439, 'naver': 886, 'tlxpass': 766, 'wisely': 241, 'bacon': 876}"
258,259,"{'wisely': 393, 'laftel': 13}"
259,260,"{'socar': 683, 'kukka': 758, 'netflix': 841, 'dailyshot': 696, 'coupang': 726, 'milessbook': 605, 'watcha': 866, 'melon': 16}"
260,261,"{'tving': 992, 'trive': 368, 'dailyshot': 352, 'publy': 694, 'bacon': 72, 'coupang': 138, 'youtube': 370, 'watcha': 123, 'naver': 944, 'tlxpass': 9, 'closetshare': 184}"
261,262,"{'tving': 520, 'publy': 727, 'moonday': 130, 'milessbook': 325, 'youtube': 16, 'closetshare': 366, 'melon': 663, 'tlxpass': 221, 'bacon': 480, 'naver': 172}"
262,263,"{'naver': 826, 'milessbook': 641, 'melon': 710, 'laftel': 369}"
263,264,"{'socar': 622, 'trive': 365, 'tving': 628, 'dailyshot': 554, 'moonday': 523, 'milessbook': 225, 'youtube': 532, 'watcha': 651, 'melon': 610, 'closetshare': 400}"
264,265,"{'wisely': 497, 'trive': 987, 'watcha': 900, 'bacon': 862}"
265,266,"{'socar': 735, 'tving': 259, 'trive': 124, 'publy': 646, 'moonday': 372, 'wisely': 939, 'bacon': 48}"
266,267,"{'naver': 826, 'dailyshot': 143, 'melon': 865}"
267,268,"{'kukka': 557, 'trive': 231, 'tving': 683, 'dailyshot': 982, 'coupang': 211, 'laftel': 840, 'closetshare': 851}"
268,269,"{'wisely': 210, 'socar': 353, 'kukka': 379, 'closetshare': 844}"
269,270,"{'naver': 967, 'youtube': 881}"
270,271,"{'tving': 390, 'milessbook': 898, 'moonday': 196, 'watcha': 429, 'naver': 333, 'bacon': 339}"
271,272,"{'kukka': 948, 'tving': 853, 'trive': 218, 'coupang': 186, 'publy': 887, 'laftel': 84, 'milessbook': 766, 'youtube': 270, 'melon': 102, 'wisely': 843}"
272,273,"{'socar': 367, 'kukka': 366, 'trive': 756, 'tving': 826, 'dailyshot': 387, 'melon': 231, 'tlxpass': 575}"
273,274,"{'kukka': 702, 'netflix': 357, 'tving': 140, 'laftel': 495, 'coupang': 269, 'wisely': 769, 'closetshare': 238, 'naver': 525}"
274,275,"{'socar': 191, 'kukka': 21, 'tving': 720, 'dailyshot': 692, 'youtube': 804, 'watcha': 493, 'naver': 30, 'bacon': 990}"
275,276,"{'socar': 385, 'watcha': 682, 'coupang': 204}"
276,277,"{'kukka': 809, 'trive': 625, 'coupang': 245, 'publy': 890, 'milessbook': 998, 'youtube': 916, 'tlxpass': 177, 'bacon': 508}"
277,278,"{'tving': 567, 'dailyshot': 435, 'publy': 649, 'laftel': 838, 'moonday': 362, 'youtube': 200, 'watcha': 107, 'melon': 136, 'wisely': 527, 'tlxpass': 363}"
278,279,"{'netflix': 528, 'trive': 166, 'laftel': 692, 'bacon': 564, 'youtube': 767, 'closetshare': 504}"
279,280,"{'tving': 742, 'watcha': 929, 'laftel': 48}"
280,281,"{'trive': 256, 'netflix': 562, 'coupang': 488, 'laftel': 877, 'publy': 741, 'moonday': 847, 'milessbook': 253, 'tlxpass': 715}"
281,282,"{'tving': 551, 'netflix': 815, 'laftel': 927, 'coupang': 931, 'publy': 660, 'milessbook': 994, 'moonday': 162, 'youtube': 22, 'watcha': 890, 'tlxpass': 872, 'closetshare': 548}"
282,283,"{'socar': 325, 'laftel': 688, 'coupang': 482, 'publy': 153, 'youtube': 303, 'watcha': 856}"
283,284,"{'naver': 202, 'kukka': 808, 'publy': 268}"
284,285,"{'socar': 764, 'kukka': 287, 'netflix': 85, 'tving': 762, 'dailyshot': 484, 'moonday': 722}"
285,286,"{'milessbook': 761, 'socar': 762, 'laftel': 44}"
286,287,"{'tlxpass': 797, 'dailyshot': 917, 'melon': 176}"
287,288,"{'milessbook': 61, 'youtube': 593, 'melon': 969}"
288,289,"{'netflix': 43, 'trive': 703, 'publy': 8, 'moonday': 625, 'youtube': 421, 'watcha': 655, 'naver': 404, 'bacon': 221}"
289,290,"{'tving': 153, 'trive': 422, 'dailyshot': 305, 'netflix': 699, 'youtube': 182, 'closetshare': 858, 'melon': 613, 'tlxpass': 711, 'bacon': 125, 'naver': 554}"
290,291,"{'socar': 624, 'trive': 21, 'coupang': 951, 'laftel': 599, 'moonday': 290, 'milessbook': 413, 'melon': 966, 'closetshare': 15}"
291,292,"{'tving': 138, 'laftel': 943, 'publy': 360, 'coupang': 522, 'moonday': 552, 'milessbook': 921, 'youtube': 298, 'closetshare': 393}"
292,293,"{'watcha': 521, 'youtube': 352, 'kukka': 21, 'socar': 78}"
293,294,"{'trive': 452, 'tving': 632, 'dailyshot': 407, 'coupang': 605, 'naver': 336}"
294,295,"{'socar': 513, 'kukka': 999, 'netflix': 69, 'dailyshot': 53, 'coupang': 179, 'naver': 142, 'wisely': 191, 'bacon': 366}"
295,296,"{'socar': 163, 'netflix': 388, 'trive': 867, 'laftel': 924, 'publy': 213, 'moonday': 27, 'watcha': 421, 'melon': 923, 'naver': 503, 'wisely': 627, 'closetshare': 375}"
296,297,"{'publy': 777, 'coupang': 195, 'bacon': 690, 'laftel': 689, 'milessbook': 854, 'melon': 564, 'tlxpass': 30, 'closetshare': 568}"
297,298,"{'milessbook': 554, 'trive': 593, 'publy': 562}"
298,299,"{'naver': 632, 'watcha': 557}"
299,300,"{'tving': 854, 'netflix': 239, 'coupang': 394, 'laftel': 528, 'milessbook': 572, 'wisely': 602, 'bacon': 386}"
300,301,"{'kukka': 350, 'netflix': 585, 'trive': 61, 'dailyshot': 565, 'tving': 794, 'publy': 472, 'melon': 408, 'naver': 57, 'bacon': 665}"
301,302,"{'socar': 535, 'kukka': 99, 'netflix': 573, 'tving': 256, 'laftel': 562, 'milessbook': 805, 'youtube': 657, 'watcha': 681, 'closetshare': 213}"
302,303,"{'kukka': 3, 'tving': 961, 'netflix': 608, 'laftel': 798, 'coupang': 121, 'moonday': 8, 'milessbook': 684, 'youtube': 287, 'tlxpass': 549, 'closetshare': 446}"
303,304,"{'socar': 441, 'kukka': 959, 'dailyshot': 948, 'laftel': 720, 'coupang': 991, 'publy': 391, 'moonday': 109, 'milessbook': 159, 'youtube': 665, 'watcha': 338, 'melon': 373}"
304,305,"{'netflix': 127, 'coupang': 298, 'bacon': 603, 'melon': 262, 'closetshare': 364}"
305,306,"{'netflix': 511, 'trive': 870, 'laftel': 743, 'melon': 614, 'tlxpass': 51, 'bacon': 583}"
306,307,"{'kukka': 587, 'tving': 273, 'moonday': 877, 'youtube': 565, 'naver': 48}"
307,308,"{'kukka': 905, 'netflix': 621, 'dailyshot': 632, 'publy': 719, 'moonday': 313, 'youtube': 13, 'wisely': 421, 'tlxpass': 282, 'naver': 426}"
308,309,"{'kukka': 126, 'trive': 433, 'dailyshot': 672, 'laftel': 800, 'tlxpass': 281}"
309,310,"{'naver': 608, 'milessbook': 340, 'netflix': 72}"
310,311,"{'tlxpass': 913, 'watcha': 590, 'tving': 200, 'kukka': 820}"
311,312,"{'kukka': 529, 'publy': 396, 'watcha': 616, 'melon': 576, 'closetshare': 977}"
312,313,"{'socar': 703, 'trive': 397, 'coupang': 51, 'laftel': 555, 'youtube': 188, 'watcha': 980, 'melon': 110, 'wisely': 333, 'bacon': 343}"
313,314,"{'kukka': 85, 'trive': 558, 'bacon': 323, 'coupang': 944, 'wisely': 416, 'tlxpass': 107, 'closetshare': 844}"
314,315,"{'moonday': 886, 'dailyshot': 368}"
315,316,"{'moonday': 449, 'laftel': 277, 'bacon': 100}"
316,317,"{'socar': 235, 'trive': 761, 'tving': 97, 'dailyshot': 992, 'laftel': 978, 'publy': 362, 'netflix': 669, 'coupang': 887, 'moonday': 865, 'watcha': 226, 'naver': 573}"
317,318,"{'socar': 412, 'dailyshot': 818, 'youtube': 962, 'watcha': 896, 'wisely': 793}"
318,319,"{'tving': 29, 'dailyshot': 826, 'laftel': 680, 'coupang': 695, 'tlxpass': 440, 'bacon': 974}"
319,320,"{'naver': 998, 'netflix': 884, 'youtube': 921}"
320,321,"{'kukka': 382, 'trive': 463, 'milessbook': 324, 'watcha': 973, 'melon': 366, 'tlxpass': 284}"
321,322,"{'socar': 251, 'coupang': 800, 'publy': 878, 'milessbook': 194, 'watcha': 160, 'wisely': 219}"
322,323,"{'closetshare': 167, 'publy': 575}"
323,324,"{'kukka': 46, 'tving': 432, 'trive': 998, 'laftel': 706, 'publy': 699, 'moonday': 363, 'melon': 59, 'tlxpass': 343, 'closetshare': 679}"
324,325,"{'kukka': 852, 'dailyshot': 643, 'coupang': 756, 'laftel': 463, 'moonday': 419, 'wisely': 584, 'closetshare': 21, 'naver': 632}"
325,326,"{'kukka': 171, 'coupang': 126, 'publy': 595, 'moonday': 267, 'youtube': 37, 'wisely': 612, 'closetshare': 987, 'naver': 352}"
326,327,"{'milessbook': 546, 'trive': 651, 'kukka': 455, 'coupang': 917}"
327,328,"{'netflix': 40, 'dailyshot': 648, 'coupang': 41, 'bacon': 807, 'laftel': 641, 'moonday': 402, 'tlxpass': 335, 'wisely': 374, 'closetshare': 102, 'naver': 741}"
328,329,"{'socar': 156, 'trive': 202, 'tving': 888, 'coupang': 550, 'milessbook': 957, 'moonday': 924, 'youtube': 690, 'melon': 813, 'naver': 6, 'bacon': 829}"
329,330,"{'youtube': 262, 'dailyshot': 616}"
330,331,"{'socar': 446, 'kukka': 839, 'dailyshot': 563, 'laftel': 481, 'moonday': 37, 'youtube': 992, 'wisely': 577}"
331,332,"{'socar': 509, 'netflix': 368, 'melon': 444, 'naver': 994, 'tlxpass': 476, 'bacon': 365}"
332,333,"{'socar': 508, 'kukka': 843, 'tving': 743, 'dailyshot': 672, 'publy': 506, 'milessbook': 774, 'moonday': 545, 'watcha': 284, 'melon': 446, 'tlxpass': 524, 'naver': 715}"
333,334,"{'trive': 0, 'tving': 11, 'dailyshot': 681, 'publy': 382, 'netflix': 622, 'tlxpass': 141, 'wisely': 275, 'bacon': 668, 'naver': 764}"
334,335,"{'socar': 655, 'laftel': 943, 'moonday': 921, 'melon': 464, 'naver': 893}"
335,336,"{'tving': 870, 'netflix': 263, 'dailyshot': 796, 'laftel': 581, 'coupang': 71}"
336,337,"{'tving': 664, 'dailyshot': 796, 'melon': 90, 'bacon': 163}"
337,338,"{'tving': 963, 'laftel': 339, 'youtube': 799, 'watcha': 488, 'naver': 679, 'closetshare': 759}"
338,339,"{'tlxpass': 557, 'milessbook': 431, 'tving': 862, 'coupang': 44}"
339,340,"{'tlxpass': 357, 'tving': 121, 'youtube': 798, 'laftel': 394}"
340,341,"{'kukka': 400, 'netflix': 396, 'coupang': 363, 'moonday': 314, 'youtube': 811, 'melon': 862, 'naver': 916, 'closetshare': 646}"
341,342,"{'kukka': 474, 'netflix': 803, 'tving': 98, 'laftel': 344, 'milessbook': 323, 'melon': 255, 'naver': 96, 'tlxpass': 512, 'wisely': 829, 'bacon': 638}"
342,343,"{'kukka': 971, 'tving': 782, 'netflix': 985, 'dailyshot': 153, 'publy': 252, 'coupang': 697, 'watcha': 191, 'naver': 617, 'bacon': 435}"
343,344,"{'socar': 681, 'tving': 244, 'bacon': 168, 'laftel': 724, 'coupang': 30, 'wisely': 481, 'tlxpass': 817, 'closetshare': 531}"
344,345,"{'trive': 316, 'tving': 396, 'netflix': 961, 'dailyshot': 986, 'laftel': 24, 'watcha': 604, 'melon': 490}"
345,346,"{'wisely': 197, 'coupang': 804, 'closetshare': 881}"
346,347,"{'watcha': 675, 'kukka': 616, 'dailyshot': 664, 'publy': 3}"
347,348,"{'socar': 33, 'netflix': 372, 'tving': 527, 'dailyshot': 875, 'laftel': 789, 'moonday': 100, 'youtube': 809, 'melon': 192, 'tlxpass': 353}"
348,349,"{'tving': 953, 'closetshare': 738, 'netflix': 807}"
349,350,"{'socar': 718, 'kukka': 907, 'dailyshot': 222, 'coupang': 541, 'moonday': 646, 'milessbook': 551, 'youtube': 726, 'closetshare': 790, 'naver': 336, 'bacon': 522}"
350,351,"{'socar': 66, 'dailyshot': 392, 'moonday': 77, 'watcha': 511, 'melon': 182}"
351,352,"{'socar': 723, 'trive': 724, 'tving': 391, 'dailyshot': 667, 'youtube': 944, 'watcha': 581, 'tlxpass': 850, 'closetshare': 296}"
352,353,"{'coupang': 901, 'youtube': 765, 'publy': 239}"
353,354,"{'socar': 818, 'netflix': 287, 'publy': 933, 'milessbook': 170, 'watcha': 65}"
354,355,"{'kukka': 554, 'moonday': 449, 'youtube': 889, 'naver': 627, 'tlxpass': 702, 'wisely': 99, 'bacon': 99}"
355,356,"{'netflix': 541, 'laftel': 271, 'publy': 737, 'watcha': 932, 'bacon': 65}"
356,357,"{'netflix': 363, 'tving': 793, 'coupang': 720, 'tlxpass': 800, 'closetshare': 685}"
357,358,"{'naver': 918, 'moonday': 28, 'watcha': 577}"
358,359,"{'socar': 938, 'laftel': 778, 'coupang': 886, 'tlxpass': 799, 'naver': 889}"
359,360,"{'socar': 864, 'trive': 71, 'tving': 869, 'netflix': 253, 'moonday': 776, 'melon': 174, 'naver': 797, 'wisely': 562}"
360,361,"{'socar': 54, 'netflix': 132, 'dailyshot': 5, 'bacon': 387, 'moonday': 346, 'watcha': 144, 'melon': 350, 'naver': 867, 'closetshare': 418}"
361,362,"{'tving': 70, 'netflix': 456, 'dailyshot': 70, 'laftel': 470, 'tlxpass': 113, 'wisely': 547, 'bacon': 594}"
362,363,"{'dailyshot': 382, 'milessbook': 800, 'moonday': 172, 'youtube': 67, 'watcha': 792, 'naver': 927}"
363,364,"{'socar': 814, 'laftel': 615, 'youtube': 753, 'wisely': 305, 'bacon': 877}"
364,365,"{'socar': 439, 'kukka': 439, 'trive': 356, 'dailyshot': 549, 'coupang': 817, 'laftel': 114, 'youtube': 838, 'tlxpass': 850, 'bacon': 730, 'naver': 586}"
365,366,"{'netflix': 656, 'trive': 937, 'laftel': 641, 'coupang': 318, 'milessbook': 262, 'watcha': 135, 'naver': 704, 'bacon': 495}"
366,367,"{'netflix': 146, 'tving': 935, 'laftel': 804, 'coupang': 116, 'watcha': 890, 'tlxpass': 108}"
367,368,"{'tving': 233, 'coupang': 290, 'youtube': 750, 'wisely': 682, 'tlxpass': 23}"
368,369,"{'publy': 938, 'milessbook': 977, 'watcha': 743, 'melon': 246, 'bacon': 482}"
369,370,"{'wisely': 785, 'socar': 398, 'kukka': 737, 'laftel': 595}"
370,371,"{'socar': 444, 'trive': 311, 'laftel': 797, 'moonday': 326, 'youtube': 213, 'melon': 226, 'closetshare': 272}"
371,372,"{'socar': 538, 'trive': 735, 'publy': 883, 'bacon': 344, 'milessbook': 147, 'youtube': 392, 'watcha': 970, 'closetshare': 475}"
372,373,"{'milessbook': 567, 'youtube': 764, 'watcha': 967, 'tlxpass': 459, 'naver': 741}"
373,374,"{'wisely': 742, 'socar': 746, 'netflix': 893, 'dailyshot': 805}"
374,375,"{'trive': 171, 'dailyshot': 767, 'coupang': 707, 'moonday': 380, 'milessbook': 419, 'watcha': 946, 'melon': 828, 'tlxpass': 479}"
375,376,"{'tlxpass': 897, 'netflix': 470}"
376,377,"{'socar': 388, 'kukka': 428, 'netflix': 321, 'dailyshot': 222, 'laftel': 591, 'bacon': 397, 'milessbook': 78, 'watcha': 519, 'melon': 196, 'naver': 8, 'closetshare': 375}"
377,378,"{'trive': 612, 'netflix': 537, 'dailyshot': 741, 'coupang': 641, 'publy': 857, 'melon': 420, 'naver': 307, 'tlxpass': 698}"
378,379,"{'socar': 908, 'kukka': 852, 'trive': 70, 'youtube': 528, 'naver': 80, 'tlxpass': 256}"
379,380,"{'kukka': 728, 'tving': 119, 'netflix': 878, 'dailyshot': 823, 'trive': 749, 'bacon': 333, 'moonday': 40, 'milessbook': 444, 'youtube': 698, 'watcha': 756, 'naver': 389, 'closetshare': 780}"
380,381,"{'naver': 861, 'closetshare': 366}"
381,382,"{'tving': 15, 'dailyshot': 179, 'laftel': 976, 'publy': 943, 'moonday': 677}"
382,383,"{'kukka': 428, 'tving': 837, 'dailyshot': 465, 'laftel': 166, 'publy': 894, 'milessbook': 788, 'tlxpass': 746, 'bacon': 728}"
383,384,"{'naver': 776, 'socar': 265, 'trive': 568, 'kukka': 954}"
384,385,"{'naver': 444, 'youtube': 991}"
385,386,"{'trive': 841, 'tving': 298, 'coupang': 550, 'laftel': 260, 'milessbook': 484, 'moonday': 69, 'melon': 299, 'naver': 279, 'bacon': 199}"
386,387,"{'kukka': 808, 'tving': 688, 'dailyshot': 6, 'publy': 906, 'coupang': 117, 'laftel': 86, 'milessbook': 615, 'moonday': 447, 'youtube': 515, 'melon': 182, 'wisely': 212, 'tlxpass': 442, 'closetshare': 914, 'naver': 232}"
387,388,"{'socar': 893, 'trive': 777, 'youtube': 275}"
388,389,"{'naver': 563, 'trive': 949, 'melon': 760, 'coupang': 154}"
389,390,"{'dailyshot': 961, 'coupang': 433, 'melon': 685, 'wisely': 362, 'bacon': 978}"
390,391,"{'youtube': 167, 'melon': 585, 'bacon': 840}"
391,392,"{'wisely': 105, 'laftel': 592}"
392,393,"{'publy': 905, 'watcha': 156, 'melon': 827, 'wisely': 14, 'tlxpass': 874}"
393,394,"{'trive': 523, 'tving': 268, 'dailyshot': 997, 'milessbook': 639, 'youtube': 114, 'melon': 821, 'naver': 88, 'closetshare': 233}"
394,395,"{'tlxpass': 751, 'socar': 17, 'youtube': 555, 'publy': 541}"
395,396,"{'trive': 160, 'youtube': 166, 'dailyshot': 339}"
396,397,"{'socar': 272, 'trive': 901}"
397,398,"{'publy': 315, 'milessbook': 239, 'moonday': 982, 'youtube': 784, 'melon': 153}"
398,399,"{'trive': 246, 'dailyshot': 394, 'coupang': 452, 'moonday': 272, 'tlxpass': 489, 'wisely': 257}"
399,400,"{'kukka': 533, 'tving': 592, 'netflix': 233, 'laftel': 463, 'milessbook': 586, 'wisely': 186, 'bacon': 878}"
400,401,"{'laftel': 106, 'publy': 135, 'watcha': 787, 'melon': 799, 'wisely': 347}"
401,402,"{'watcha': 62, 'youtube': 2, 'kukka': 192}"
402,403,"{'socar': 430, 'netflix': 839, 'coupang': 11, 'publy': 243, 'youtube': 622, 'watcha': 130, 'wisely': 23, 'closetshare': 616}"
403,404,"{'laftel': 585, 'moonday': 996, 'youtube': 78, 'watcha': 186, 'naver': 136}"
404,405,"{'naver': 402, 'milessbook': 40, 'kukka': 259, 'watcha': 725}"
405,406,"{'moonday': 558, 'netflix': 939}"
406,407,"{'socar': 933, 'kukka': 87, 'trive': 696, 'netflix': 213, 'dailyshot': 540, 'tving': 719, 'publy': 511, 'moonday': 334, 'watcha': 272, 'tlxpass': 153, 'wisely': 560, 'naver': 275}"
407,408,"{'milessbook': 716, 'netflix': 652}"
408,409,"{'dailyshot': 703, 'coupang': 436, 'watcha': 746, 'melon': 571, 'closetshare': 630}"
409,410,"{'netflix': 84, 'laftel': 28, 'coupang': 95, 'milessbook': 981, 'youtube': 135, 'closetshare': 527, 'melon': 250, 'wisely': 640, 'bacon': 385}"
410,411,"{'milessbook': 155, 'watcha': 70}"
411,412,"{'laftel': 161, 'publy': 83}"
412,413,"{'socar': 627, 'kukka': 491, 'tving': 648, 'dailyshot': 706, 'watcha': 351}"
413,414,"{'kukka': 692, 'netflix': 200, 'tving': 444, 'trive': 333, 'bacon': 579, 'coupang': 976, 'youtube': 913, 'melon': 28, 'naver': 795, 'wisely': 211, 'closetshare': 247}"
414,415,"{'tving': 640, 'trive': 567, 'netflix': 429, 'laftel': 805, 'coupang': 978, 'publy': 686, 'milessbook': 387, 'wisely': 210, 'tlxpass': 415}"
415,416,"{'moonday': 530, 'watcha': 562, 'bacon': 948}"
416,417,"{'wisely': 111, 'bacon': 776}"
417,418,"{'wisely': 290, 'tlxpass': 880}"
418,419,"{'moonday': 841, 'milessbook': 33, 'dailyshot': 102, 'bacon': 999}"
419,420,"{'netflix': 201, 'watcha': 833, 'kukka': 248}"
420,421,"{'socar': 769, 'kukka': 525, 'tving': 456, 'netflix': 442, 'milessbook': 164, 'wisely': 12, 'tlxpass': 6, 'bacon': 479}"
421,422,"{'tving': 303, 'dailyshot': 914, 'publy': 651, 'watcha': 635, 'melon': 480, 'tlxpass': 142, 'naver': 521}"
422,423,"{'kukka': 760, 'bacon': 478, 'moonday': 160, 'milessbook': 137, 'closetshare': 597}"
423,424,"{'netflix': 239, 'dailyshot': 164, 'milessbook': 395, 'moonday': 918, 'youtube': 675, 'watcha': 623, 'closetshare': 637}"
424,425,"{'socar': 81, 'bacon': 924}"
425,426,"{'trive': 522, 'tving': 254, 'bacon': 29, 'laftel': 369, 'milessbook': 487, 'youtube': 183, 'tlxpass': 697, 'wisely': 363, 'closetshare': 700}"
426,427,"{'socar': 173, 'kukka': 285, 'tving': 711, 'dailyshot': 819, 'laftel': 808, 'coupang': 983, 'publy': 907, 'moonday': 153, 'milessbook': 830, 'youtube': 691, 'closetshare': 492, 'tlxpass': 485, 'bacon': 337, 'naver': 365}"
427,428,"{'tving': 185, 'dailyshot': 922, 'coupang': 483, 'publy': 88, 'watcha': 667, 'naver': 713}"
428,429,"{'socar': 840, 'kukka': 552, 'netflix': 932, 'milessbook': 527, 'youtube': 877, 'watcha': 310, 'melon': 320, 'wisely': 92, 'tlxpass': 127, 'bacon': 565}"
429,430,"{'kukka': 539, 'coupang': 671, 'publy': 664, 'naver': 332, 'tlxpass': 315}"
430,431,"{'netflix': 283, 'tving': 946, 'publy': 144, 'milessbook': 620, 'youtube': 459, 'wisely': 902}"
431,432,"{'socar': 900, 'trive': 399, 'tving': 687, 'dailyshot': 196, 'laftel': 683, 'watcha': 813, 'melon': 385, 'wisely': 54, 'bacon': 561}"
